image_seg_name,curvature,steer,throttle,brake
frame_16857_seg.png,0,0.22,1.0,0.0
frame_16907_seg.png,0,0.23,0.89,0.0
frame_16957_seg.png,0,0.23,0.69,0.0
frame_17007_seg.png,0,0.23,0.67,0.0
frame_17057_seg.png,0,0.12,0.66,0.0
frame_17107_seg.png,0,0.01,0.66,0.0
frame_17157_seg.png,0,0.0,0.67,0.0
frame_17207_seg.png,0,-0.0,0.67,0.0
frame_17257_seg.png,1,-0.0,0.66,0.0
frame_17307_seg.png,0,-0.0,0.66,0.0
frame_17357_seg.png,0,-0.0,0.67,0.0
frame_17407_seg.png,0,-0.01,0.67,0.0
frame_17457_seg.png,0,-0.11,0.66,0.0
frame_17507_seg.png,0,-0.25,0.66,0.0
frame_17557_seg.png,0,-0.25,0.65,0.0
frame_17607_seg.png,0,-0.25,0.65,0.0
frame_17657_seg.png,0,-0.25,0.46,0.0
frame_17707_seg.png,0,-0.14,0.05,0.0
frame_17757_seg.png,1,-0.0,0.46,0.0
frame_17807_seg.png,1,-0.0,0.69,0.0
frame_17857_seg.png,1,-0.0,0.75,0.0
frame_17907_seg.png,1,-0.0,0.82,0.0
frame_17957_seg.png,1,-0.0,0.82,0.0
frame_18007_seg.png,1,-0.0,0.78,0.0
frame_18057_seg.png,1,-0.0,0.78,0.0
frame_18107_seg.png,1,-0.0,0.76,0.0
frame_18157_seg.png,1,-0.0,0.76,0.0
frame_18207_seg.png,1,-0.0,0.95,0.0
frame_18257_seg.png,1,-0.0,1.0,0.0
frame_18307_seg.png,1,-0.0,0.92,0.0
frame_18357_seg.png,1,-0.0,0.8,0.0
frame_18407_seg.png,1,-0.0,1.0,0.0
frame_18457_seg.png,1,-0.0,1.0,0.0
frame_18507_seg.png,1,0.0,1.0,0.0
frame_18557_seg.png,1,0.01,1.0,0.0
frame_18607_seg.png,1,0.01,0.93,0.0
frame_18657_seg.png,0,0.01,0.89,0.0
frame_18707_seg.png,0,0.01,0.89,0.0
frame_18757_seg.png,0,0.01,0.89,0.0
frame_18807_seg.png,0,0.0,0.88,0.0
frame_18857_seg.png,1,0.1,0.88,0.0
frame_18907_seg.png,0,0.21,0.88,0.0
frame_18957_seg.png,0,0.21,0.88,0.0
frame_19007_seg.png,0,0.21,0.87,0.0
frame_19057_seg.png,0,0.21,0.85,0.0
frame_19107_seg.png,0,0.11,0.85,0.0
frame_19157_seg.png,0,-0.0,0.85,0.0
frame_19207_seg.png,0,-0.0,0.85,0.0
frame_19257_seg.png,0,-0.0,0.84,0.0
frame_19307_seg.png,0,-0.0,0.84,0.0
frame_19357_seg.png,1,-0.0,0.84,0.0
frame_19407_seg.png,1,-0.0,0.84,0.0
frame_19457_seg.png,1,-0.01,0.83,0.0
frame_19507_seg.png,0,-0.15,0.72,0.0
frame_19557_seg.png,0,-0.27,0.0,0.0
frame_19607_seg.png,0,-0.27,0.0,0.0
frame_19657_seg.png,0,-0.27,0.0,0.0
frame_19707_seg.png,1,-0.27,0.0,0.0
frame_19757_seg.png,0,-0.13,0.64,0.0
frame_19807_seg.png,0,-0.01,0.78,0.0
frame_19857_seg.png,0,-0.01,0.61,0.0
frame_19907_seg.png,0,-0.01,0.05,0.0
frame_19957_seg.png,0,-0.01,0.0,0.0
frame_20007_seg.png,0,-0.0,0.0,0.0
frame_20057_seg.png,0,-0.0,0.0,0.0
frame_20107_seg.png,0,0.01,0.0,0.0
frame_20157_seg.png,1,0.12,0.0,0.0
frame_20207_seg.png,1,0.25,0.0,0.0
frame_20257_seg.png,1,0.26,0.0,0.0
frame_20307_seg.png,1,0.26,0.0,0.0
frame_20357_seg.png,1,0.25,0.0,0.0
frame_20407_seg.png,0,0.14,0.44,0.0
frame_20457_seg.png,0,0.01,1.0,0.0
frame_20507_seg.png,0,0.0,0.96,0.0
frame_20557_seg.png,0,0.0,0.78,0.0
frame_21557_seg.png,1,0.01,0.88,0.0
frame_21607_seg.png,1,0.01,0.8,0.0
frame_21657_seg.png,0,-0.0,0.07,0.0
frame_21707_seg.png,1,-0.0,0.0,0.0
frame_21757_seg.png,1,-0.0,0.0,0.0
frame_21807_seg.png,1,-0.0,0.0,0.0
frame_21857_seg.png,1,-0.0,1.0,0.0
frame_21907_seg.png,0,-0.0,1.0,0.0
frame_21957_seg.png,1,0.01,0.91,0.0
frame_22007_seg.png,1,0.11,0.88,0.0
frame_22057_seg.png,1,0.25,0.88,0.0
frame_22107_seg.png,1,0.39,0.88,0.0
frame_22157_seg.png,1,0.4,0.88,0.0
frame_22207_seg.png,1,0.39,0.85,0.0
frame_22257_seg.png,1,0.29,0.83,0.0
frame_22307_seg.png,1,0.15,0.82,0.0
frame_22357_seg.png,1,0.02,0.82,0.0
frame_22407_seg.png,1,-0.0,0.82,0.0
frame_22457_seg.png,1,-0.0,0.82,0.0
frame_22507_seg.png,0,-0.0,0.82,0.0
frame_22557_seg.png,0,-0.0,0.82,0.0
frame_22607_seg.png,1,-0.0,0.81,0.0
frame_22657_seg.png,1,-0.01,0.81,0.0
frame_22707_seg.png,1,-0.01,0.8,0.0
frame_22757_seg.png,0,-0.02,0.79,0.0
frame_22807_seg.png,1,-0.12,0.78,0.0
frame_22857_seg.png,0,-0.22,0.82,0.0
frame_22907_seg.png,1,-0.22,1.0,0.0
frame_22957_seg.png,0,-0.22,0.61,0.0
frame_23007_seg.png,0,-0.21,0.1,0.0
frame_23057_seg.png,0,-0.1,0.09,0.0
frame_23107_seg.png,0,-0.0,0.12,0.0
frame_23157_seg.png,0,0.0,0.15,0.0
frame_23207_seg.png,0,0.0,0.17,0.0
frame_23257_seg.png,0,0.0,0.19,0.0
frame_24257_seg.png,0,0.11,0.73,0.0
frame_24307_seg.png,0,0.13,0.72,0.0
frame_24357_seg.png,0,0.13,0.73,0.0
frame_24407_seg.png,1,0.12,0.68,0.0
frame_24457_seg.png,1,0.12,0.16,0.0
frame_24507_seg.png,1,0.01,0.0,0.0
frame_24557_seg.png,1,-0.0,0.0,0.0
frame_24607_seg.png,1,-0.0,0.0,0.0
frame_24657_seg.png,0,-0.0,0.0,0.0
frame_24707_seg.png,1,-0.0,0.0,0.0
frame_24757_seg.png,1,-0.0,0.0,0.0
frame_24807_seg.png,0,-0.0,0.0,0.0
frame_24857_seg.png,1,-0.0,0.0,0.0
frame_24907_seg.png,1,-0.0,0.09,0.0
frame_24957_seg.png,0,-0.0,0.58,0.0
frame_25007_seg.png,1,-0.0,1.0,0.0
frame_25057_seg.png,0,-0.0,1.0,0.0
frame_25107_seg.png,0,-0.0,1.0,0.0
frame_25157_seg.png,0,-0.0,1.0,0.0
frame_25207_seg.png,0,0.01,1.0,0.0
frame_25257_seg.png,0,0.13,1.0,0.0
frame_25307_seg.png,0,0.24,1.0,0.0
frame_25357_seg.png,0,0.25,0.55,0.0
frame_25407_seg.png,0,0.25,0.0,0.0
frame_25457_seg.png,0,0.24,0.0,0.0
frame_25507_seg.png,0,0.11,0.0,0.0
frame_25557_seg.png,1,-0.0,0.0,0.0
frame_25607_seg.png,0,-0.0,0.0,0.0
frame_25657_seg.png,0,-0.0,0.09,0.0
frame_25707_seg.png,0,-0.0,0.24,0.0
frame_25757_seg.png,0,-0.0,0.65,0.0
frame_26757_seg.png,0,-0.0,0.74,0.0
frame_26807_seg.png,0,-0.0,0.87,0.0
frame_26857_seg.png,0,-0.02,0.48,0.0
frame_26907_seg.png,1,-0.15,0.39,0.0
frame_26957_seg.png,0,-0.16,0.4,0.0
frame_27007_seg.png,0,-0.17,0.31,0.0
frame_27057_seg.png,0,-0.17,0.29,0.0
frame_27107_seg.png,0,-0.16,0.29,0.0
frame_27157_seg.png,0,-0.02,0.28,0.0
frame_27207_seg.png,0,-0.01,0.24,0.0
frame_27257_seg.png,0,-0.0,0.23,0.0
frame_27307_seg.png,0,-0.0,0.18,0.0
frame_27357_seg.png,1,-0.0,0.13,0.0
frame_27407_seg.png,1,-0.0,0.13,0.0
frame_27457_seg.png,0,-0.0,0.13,0.0
frame_27507_seg.png,1,-0.0,0.13,0.0
frame_27557_seg.png,1,-0.0,0.13,0.0
frame_27607_seg.png,1,-0.0,0.13,0.0
frame_27657_seg.png,1,-0.01,0.13,0.0
frame_27707_seg.png,0,-0.15,0.13,0.0
frame_27757_seg.png,0,-0.29,0.13,0.0
frame_27807_seg.png,1,-0.43,0.08,0.0
frame_27857_seg.png,1,-0.57,0.0,0.0
frame_27907_seg.png,1,-0.56,0.0,0.0
frame_27957_seg.png,1,-0.42,0.0,0.0
frame_28007_seg.png,1,-0.28,0.0,0.0
frame_28057_seg.png,1,-0.14,0.0,0.0
frame_28107_seg.png,1,-0.0,0.0,0.0
frame_28157_seg.png,1,-0.0,0.0,0.0
frame_28207_seg.png,1,-0.0,0.44,0.0
frame_28257_seg.png,1,-0.0,1.0,0.0
frame_28307_seg.png,1,0.0,0.99,0.0
frame_28357_seg.png,1,0.02,1.0,0.0
frame_28407_seg.png,1,0.14,1.0,0.0
frame_28457_seg.png,1,0.28,1.0,0.0
frame_28507_seg.png,1,0.42,1.0,0.0
frame_28557_seg.png,1,0.55,0.92,0.0
frame_28607_seg.png,1,0.64,0.64,0.0
frame_28657_seg.png,1,0.52,0.13,0.0
frame_28707_seg.png,1,0.39,0.13,0.0
frame_28757_seg.png,1,0.25,0.13,0.0
frame_28807_seg.png,1,0.11,0.13,0.0
frame_28857_seg.png,1,-0.0,0.13,0.0
frame_28907_seg.png,1,-0.0,0.14,0.0
frame_28957_seg.png,1,-0.0,0.14,0.0
frame_29007_seg.png,1,-0.0,0.14,0.0
frame_29057_seg.png,1,-0.0,0.15,0.0
frame_29107_seg.png,1,-0.0,0.16,0.0
frame_29157_seg.png,1,-0.01,0.16,0.0
frame_29207_seg.png,1,-0.15,0.17,0.0
frame_29257_seg.png,1,-0.29,0.16,0.0
frame_29307_seg.png,1,-0.3,0.16,0.0
frame_29357_seg.png,1,-0.3,0.18,0.0
frame_29407_seg.png,1,-0.29,0.57,0.0
frame_29457_seg.png,1,-0.15,1.0,0.0
frame_29507_seg.png,1,-0.01,1.0,0.0
frame_29557_seg.png,0,-0.0,0.18,0.0
frame_29607_seg.png,0,-0.0,0.11,0.0
frame_29657_seg.png,0,-0.0,0.12,0.0
frame_29707_seg.png,1,-0.0,0.4,0.0
frame_29757_seg.png,0,-0.0,0.42,0.0
frame_29807_seg.png,0,-0.0,0.56,0.0
frame_29857_seg.png,0,-0.0,0.86,0.0
frame_29907_seg.png,0,-0.0,1.0,0.0
frame_29957_seg.png,0,-0.0,1.0,0.0
frame_30007_seg.png,0,-0.0,1.0,0.0
frame_30057_seg.png,0,-0.0,1.0,0.0
frame_30107_seg.png,0,-0.0,1.0,0.0
frame_30157_seg.png,0,-0.0,1.0,0.0
frame_30207_seg.png,0,-0.0,1.0,0.0
frame_30257_seg.png,0,-0.0,0.9,0.0
frame_30307_seg.png,0,-0.0,0.13,0.0
frame_30357_seg.png,0,-0.0,0.09,0.0
frame_30407_seg.png,0,-0.0,0.49,0.0
frame_30457_seg.png,0,-0.0,0.65,0.0
frame_30507_seg.png,0,-0.0,0.71,0.0
frame_30557_seg.png,0,-0.0,0.69,0.0
frame_30607_seg.png,0,-0.0,0.62,0.0
frame_30657_seg.png,0,-0.0,0.33,0.0
frame_30707_seg.png,0,-0.0,0.08,0.0
frame_30757_seg.png,0,-0.0,0.0,0.0
frame_30807_seg.png,0,-0.0,0.0,0.0
frame_30857_seg.png,0,-0.0,0.0,0.0
frame_30907_seg.png,0,-0.0,0.73,0.0
frame_30957_seg.png,0,-0.0,0.98,0.0
frame_31007_seg.png,0,-0.0,0.98,0.0
frame_31057_seg.png,0,-0.0,0.97,0.0
frame_32057_seg.png,0,-0.0,0.57,0.0
frame_32107_seg.png,0,-0.0,0.5,0.0
frame_32157_seg.png,0,-0.0,0.0,0.0
frame_32207_seg.png,0,-0.0,0.0,0.0
frame_32257_seg.png,0,-0.0,0.0,0.0
frame_32307_seg.png,0,-0.0,0.0,0.0
frame_32357_seg.png,0,-0.0,0.08,0.0
frame_32407_seg.png,0,-0.0,0.12,0.0
frame_32457_seg.png,0,-0.0,0.17,0.0
frame_32507_seg.png,0,-0.0,0.62,0.0
frame_32557_seg.png,0,-0.0,0.77,0.0
frame_32607_seg.png,0,-0.0,0.75,0.0
frame_32657_seg.png,0,-0.0,0.7,0.0
frame_33657_seg.png,1,-0.0,1.0,0.0
frame_33707_seg.png,1,-0.0,0.86,0.0
frame_33757_seg.png,1,-0.0,1.0,0.0
frame_33807_seg.png,1,-0.0,1.0,0.0
frame_33857_seg.png,1,-0.0,1.0,0.0
frame_33907_seg.png,1,-0.0,1.0,0.0
frame_33957_seg.png,1,-0.0,1.0,0.0
frame_34007_seg.png,1,-0.0,1.0,0.0
frame_34057_seg.png,1,0.11,1.0,0.0
frame_35057_seg.png,0,0.69,0.0,0.0
frame_35107_seg.png,1,0.55,0.0,0.0
frame_35157_seg.png,1,0.41,0.0,0.0
frame_35207_seg.png,1,0.27,0.0,0.0
frame_35257_seg.png,1,0.13,0.98,0.0
frame_35307_seg.png,1,0.01,1.0,0.0
frame_35357_seg.png,1,0.15,1.0,0.0
frame_35407_seg.png,1,0.29,1.0,0.0
frame_35457_seg.png,1,0.43,1.0,0.0
frame_35507_seg.png,1,0.57,1.0,0.0
frame_35557_seg.png,1,0.7,1.0,0.0
frame_35607_seg.png,1,0.7,1.0,0.0
frame_35657_seg.png,1,0.7,1.0,0.0
frame_35707_seg.png,1,0.7,1.0,0.0
frame_35757_seg.png,1,0.7,1.0,0.0
frame_35807_seg.png,1,0.7,1.0,0.0
frame_35857_seg.png,1,0.7,0.68,0.0
frame_35907_seg.png,1,0.7,0.63,0.0
frame_35957_seg.png,1,0.7,0.96,0.0
frame_36007_seg.png,1,0.7,1.0,0.0
frame_36057_seg.png,1,0.7,1.0,0.0
frame_36107_seg.png,1,0.7,1.0,0.0
frame_36157_seg.png,1,0.7,1.0,0.0
frame_36207_seg.png,1,0.7,1.0,0.0
frame_37207_seg.png,1,-0.29,0.0,0.0
frame_37257_seg.png,0,-0.15,0.0,0.0
frame_37307_seg.png,1,-0.01,0.67,0.0
frame_37357_seg.png,1,-0.0,1.0,0.0
frame_37407_seg.png,0,-0.0,1.0,0.0
frame_37457_seg.png,0,-0.0,1.0,0.0
frame_37507_seg.png,0,0.0,1.0,0.0
frame_37557_seg.png,0,0.0,1.0,0.0
frame_37607_seg.png,0,0.0,1.0,0.0
frame_37657_seg.png,0,0.0,1.0,0.0
frame_37707_seg.png,0,0.0,1.0,0.0
frame_37757_seg.png,0,0.0,1.0,0.0
frame_37807_seg.png,0,0.0,1.0,0.0
frame_37857_seg.png,0,0.0,1.0,0.0
frame_37907_seg.png,0,0.0,1.0,0.0
frame_37957_seg.png,0,0.0,1.0,0.0
frame_38007_seg.png,0,0.0,1.0,0.0
frame_38057_seg.png,1,-0.0,1.0,0.0
frame_38107_seg.png,0,-0.0,1.0,0.0
frame_38157_seg.png,1,-0.0,0.64,0.0
frame_38207_seg.png,0,-0.0,0.07,0.0
frame_38257_seg.png,0,-0.0,0.0,0.0
frame_38307_seg.png,1,0.0,0.0,0.0
frame_38357_seg.png,1,0.0,1.0,0.0
frame_38407_seg.png,0,0.01,1.0,0.0
frame_38457_seg.png,1,0.01,1.0,0.0
frame_38507_seg.png,0,0.01,1.0,0.0
frame_38557_seg.png,0,0.0,1.0,0.0
frame_38607_seg.png,0,-0.0,1.0,0.0
frame_38657_seg.png,0,-0.0,1.0,0.0
frame_38707_seg.png,0,0.0,0.86,0.0
frame_38757_seg.png,0,0.13,0.85,0.0
frame_38807_seg.png,0,0.26,0.87,0.0
frame_38857_seg.png,1,0.26,0.75,0.0
frame_38907_seg.png,1,0.26,0.0,0.0
frame_38957_seg.png,1,0.26,0.0,0.0
frame_39957_seg.png,0,-0.0,0.63,0.0
frame_40007_seg.png,0,-0.0,0.65,0.0
frame_40057_seg.png,0,-0.0,0.71,0.0
frame_40107_seg.png,0,-0.0,0.82,0.0
frame_40157_seg.png,0,-0.0,1.0,0.0
frame_40207_seg.png,0,-0.0,1.0,0.0
frame_40257_seg.png,0,-0.0,1.0,0.0
frame_40307_seg.png,0,-0.0,1.0,0.0
frame_40357_seg.png,0,-0.0,1.0,0.0
frame_40407_seg.png,0,-0.0,1.0,0.0
frame_40457_seg.png,0,-0.0,1.0,0.0
frame_40507_seg.png,0,-0.0,1.0,0.0
frame_40557_seg.png,0,-0.0,1.0,0.0
frame_40607_seg.png,0,-0.0,1.0,0.0
frame_40657_seg.png,0,-0.0,1.0,0.0
frame_40707_seg.png,0,-0.0,1.0,0.0
frame_40757_seg.png,0,-0.0,1.0,0.0
frame_40807_seg.png,0,-0.0,1.0,0.0
frame_40857_seg.png,0,0.0,1.0,0.0
frame_40907_seg.png,0,0.0,1.0,0.0
frame_40957_seg.png,0,0.01,1.0,0.0
frame_41007_seg.png,0,0.02,1.0,0.0
frame_41057_seg.png,0,0.03,1.0,0.0
frame_41107_seg.png,0,0.03,0.0,0.0
frame_41157_seg.png,0,0.04,0.0,0.0
frame_41207_seg.png,1,0.03,0.0,0.0
frame_41257_seg.png,0,0.02,0.0,0.0
frame_41307_seg.png,0,0.01,0.0,0.0
frame_41357_seg.png,0,0.01,0.0,0.0
frame_41407_seg.png,0,-0.0,0.0,0.0
frame_41457_seg.png,0,-0.0,0.0,0.0
frame_41507_seg.png,0,-0.0,0.17,0.0
frame_41557_seg.png,0,-0.0,1.0,0.0
frame_41607_seg.png,0,-0.0,1.0,0.0
frame_41657_seg.png,0,-0.0,0.96,0.0
frame_41707_seg.png,0,-0.0,0.97,0.0
frame_41757_seg.png,0,-0.0,0.99,0.0
frame_41807_seg.png,0,-0.0,1.0,0.0
frame_41857_seg.png,0,-0.0,1.0,0.0
frame_41907_seg.png,1,-0.0,1.0,0.0
frame_41957_seg.png,0,-0.0,1.0,0.0
frame_42007_seg.png,0,-0.0,1.0,0.0
frame_42057_seg.png,1,-0.0,1.0,0.0
frame_42107_seg.png,0,-0.0,1.0,0.0
frame_42157_seg.png,0,0.0,1.0,0.0
frame_42207_seg.png,1,0.01,1.0,0.0
frame_42257_seg.png,0,0.01,1.0,0.0
frame_42307_seg.png,1,0.01,0.83,0.0
frame_42357_seg.png,1,0.01,0.0,0.0
frame_42407_seg.png,1,0.01,0.0,0.0
frame_42457_seg.png,0,0.0,0.0,0.0
frame_42507_seg.png,1,-0.0,0.1,0.0
frame_42557_seg.png,0,-0.0,0.74,0.0
frame_42607_seg.png,0,-0.0,1.0,0.0
frame_42657_seg.png,0,-0.0,1.0,0.0
frame_42707_seg.png,0,-0.0,1.0,0.0
frame_42757_seg.png,0,-0.0,1.0,0.0
frame_42807_seg.png,0,-0.0,1.0,0.0
frame_42857_seg.png,1,-0.0,1.0,0.0
frame_42907_seg.png,0,-0.0,1.0,0.0
frame_42957_seg.png,0,-0.0,1.0,0.0
frame_43007_seg.png,0,-0.0,1.0,0.0
frame_43057_seg.png,0,-0.0,1.0,0.0
frame_43107_seg.png,0,-0.0,1.0,0.0
frame_43157_seg.png,0,-0.0,1.0,0.0
frame_43207_seg.png,0,-0.0,1.0,0.0
frame_43257_seg.png,0,-0.0,1.0,0.0
frame_43307_seg.png,0,-0.0,0.16,0.0
frame_43357_seg.png,0,-0.0,0.0,0.0
frame_43407_seg.png,0,-0.0,0.54,0.0
frame_43457_seg.png,0,-0.0,0.91,0.0
frame_43507_seg.png,0,-0.0,1.0,0.0
frame_43557_seg.png,0,-0.0,1.0,0.0
frame_43607_seg.png,0,-0.0,1.0,0.0
frame_43657_seg.png,0,-0.0,1.0,0.0
frame_43707_seg.png,0,-0.0,1.0,0.0
frame_43757_seg.png,0,-0.0,1.0,0.0
frame_43807_seg.png,0,-0.0,1.0,0.0
frame_43857_seg.png,0,-0.0,1.0,0.0
frame_43907_seg.png,0,-0.0,1.0,0.0
frame_43957_seg.png,0,-0.0,1.0,0.0
frame_44007_seg.png,1,-0.0,1.0,0.0
frame_44057_seg.png,0,-0.0,1.0,0.0
frame_45057_seg.png,0,0.14,0.0,0.0
frame_45107_seg.png,1,-0.0,0.0,0.0
frame_45157_seg.png,1,-0.0,0.0,0.0
frame_45207_seg.png,1,-0.14,0.0,0.0
frame_45257_seg.png,1,-0.28,0.0,0.0
frame_45307_seg.png,1,-0.42,0.0,0.0
frame_45357_seg.png,1,-0.56,0.0,0.0
frame_45407_seg.png,1,-0.7,0.0,0.0
frame_45457_seg.png,1,-0.7,0.0,0.0
frame_45507_seg.png,1,-0.7,0.0,0.0
frame_45557_seg.png,1,-0.7,0.0,0.0
frame_45607_seg.png,1,-0.7,0.0,0.0
frame_45657_seg.png,1,-0.56,1.0,0.0
frame_45707_seg.png,0,-0.42,0.37,0.0
frame_45757_seg.png,0,-0.28,0.0,0.0
frame_45807_seg.png,0,-0.14,0.0,0.0
frame_45857_seg.png,0,0.0,0.58,0.0
frame_45907_seg.png,1,0.11,1.0,0.0
frame_45957_seg.png,1,0.25,1.0,0.0
frame_46007_seg.png,1,0.39,1.0,0.0
frame_46057_seg.png,1,0.53,1.0,0.0
frame_46107_seg.png,1,0.67,1.0,0.0
frame_46157_seg.png,1,0.7,1.0,0.0
frame_46207_seg.png,1,0.7,1.0,0.0
frame_46257_seg.png,1,0.7,1.0,0.0
frame_46307_seg.png,1,0.7,1.0,0.0
frame_46357_seg.png,1,0.56,0.64,0.0
frame_46407_seg.png,1,0.42,0.47,0.0
frame_47407_seg.png,0,0.0,1.0,0.0
frame_47457_seg.png,1,0.0,1.0,0.0
frame_47507_seg.png,1,0.0,1.0,0.0
frame_47557_seg.png,1,0.12,1.0,0.0
frame_47607_seg.png,0,0.24,1.0,0.0
frame_47657_seg.png,1,0.36,1.0,0.0
frame_47707_seg.png,1,0.48,1.0,0.0
frame_47757_seg.png,1,0.48,0.88,0.0
frame_48757_seg.png,1,-0.0,1.0,0.0
frame_48807_seg.png,1,-0.0,1.0,0.0
frame_49807_seg.png,1,-0.7,1.0,0.0
frame_49857_seg.png,1,-0.7,1.0,0.0
frame_49907_seg.png,1,-0.7,1.0,0.0
frame_49957_seg.png,1,-0.7,1.0,0.0
frame_50957_seg.png,0,-0.0,1.0,0.0
frame_51007_seg.png,0,-0.0,1.0,0.0
frame_51057_seg.png,0,-0.14,1.0,0.0
frame_51107_seg.png,1,-0.28,1.0,0.0
frame_51157_seg.png,1,-0.42,1.0,0.0
frame_51207_seg.png,1,-0.56,1.0,0.0
frame_51257_seg.png,1,-0.7,1.0,0.0
frame_51307_seg.png,0,-0.7,1.0,0.0
frame_51357_seg.png,0,-0.7,1.0,0.0
frame_51407_seg.png,0,-0.7,1.0,0.0
frame_51457_seg.png,0,-0.7,1.0,0.0
frame_51507_seg.png,0,-0.7,1.0,0.0
frame_51557_seg.png,0,-0.7,1.0,0.0
frame_51607_seg.png,0,-0.7,1.0,0.0
frame_51657_seg.png,0,-0.7,1.0,0.0
frame_51707_seg.png,0,-0.7,1.0,0.0
frame_51757_seg.png,0,-0.56,1.0,0.0
frame_51807_seg.png,0,-0.41,0.13,0.0
frame_51857_seg.png,0,-0.26,0.78,0.0
frame_51907_seg.png,0,-0.11,1.0,0.0
frame_51957_seg.png,0,0.03,1.0,0.0
frame_52007_seg.png,0,0.03,1.0,0.0
frame_52057_seg.png,0,0.02,1.0,0.0
frame_52107_seg.png,0,0.01,1.0,0.0
frame_52157_seg.png,0,-0.0,0.0,0.0
frame_52207_seg.png,0,-0.0,0.0,0.0
frame_52257_seg.png,0,-0.0,0.87,0.0
frame_52307_seg.png,0,-0.0,1.0,0.0
frame_52357_seg.png,0,-0.0,1.0,0.0
frame_52407_seg.png,0,-0.0,1.0,0.0
frame_53407_seg.png,0,-0.0,0.0,0.0
frame_53457_seg.png,0,-0.0,0.0,0.0
frame_53507_seg.png,0,-0.0,0.0,0.0
frame_53557_seg.png,0,-0.0,0.06,0.0
frame_53607_seg.png,0,-0.0,0.09,0.0
frame_53657_seg.png,0,-0.0,0.11,0.0
frame_54657_seg.png,0,-0.0,0.8,0.0
frame_54707_seg.png,0,-0.0,1.0,0.0
frame_54757_seg.png,1,-0.0,1.0,0.0
frame_54807_seg.png,0,-0.0,1.0,0.0
frame_54857_seg.png,0,-0.0,1.0,0.0
frame_54907_seg.png,1,-0.0,1.0,0.0
